PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,heating___electric,heating___hot air,heating___hot water/steam,fuel___electric,fuel___gas,fuel___oil,sewer___none,sewer___public/commercial,sewer___septic,waterfront___No,waterfront___Yes,newConstruction___No,newConstruction___Yes,centralAir___No,centralAir___Yes,objetivo
-0.016036857776793496,-0.9108295341370236,-0.35499174935135214,-0.6604496064800622,0.26533745847883083,-1.1569135965791937,0.584935307681803,0.05306136920151479,-0.2943606136759356,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,168900
-2.594397768029976,-0.7419414747452304,0.650886851809377,1.2719157753188124,0.2969959628663719,-0.2419631983492464,1.9200082745314617,-0.6839597098751605,0.11162832389196815,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,135500
-2.4782151860861052,2.587966090524818,1.946792323024827,-0.30056377712550353,-0.27316481346704974,0.6653137171974685,0.9253292113250241,0.015741631234503596,0.312738804450702,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,135000
-1.726739150540956,0.31516906667468253,1.4756248069960718,0.8336128619041646,0.8448811198913689,-0.625474682739261,-0.31129870038886837,0.8143029903303408,0.1186583278845366,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,227500
-0.7726426194259027,-0.7054241022652451,0.23794182345920425,-0.025540791692172427,-0.31674968484543237,-0.8763556545244816,1.4305700004327495,0.758667729597965,0.01918535649242218,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,165000
-0.4533741527612637,-0.09109718293020215,-1.8845077661466767,-1.537097716445676,0.601508723967059,-0.38857222655479673,0.640312968436886,0.03433020308646015,-0.08136056770443338,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,147543
-1.3837136971568977,-0.18600536014168792,-0.15428743415051926,-0.007476124558951667,-0.25314717201177017,-0.8424639815579119,0.019473144655524393,0.40621224413550333,0.3464121840034171,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,193000
-1.2098756581941803,-1.3801192721630726,0.5057792066825051,0.45998410022811426,-0.655687038373184,0.5604056150772428,-0.23166284527406117,-0.7165453052273686,-0.09363244508178942,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,97500
1.307956451736555,-0.27832228922215557,0.02024245932917259,-0.20714222289165868,0.443837301721903,-1.603265248743703,0.44119688120491046,-0.9222226062130854,0.08013729101488694,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,339900
2.898243635970024,-0.08714239113456365,-0.22931363090206233,-0.08156736288113611,-0.6794388605020545,-0.3205583462208324,0.5915127678888075,-0.22651945431411089,0.1597520583696804,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,395000
-0.20097577307523742,-0.2663778273688788,-0.5368633084585166,-0.9809781566665271,-0.0016969379520063064,-0.7638112200277315,0.9471620521573331,-0.10007987015732328,-0.008051430869387647,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,141000
2.6329012482219416,0.5185455935390383,0.35792368554445375,-0.46583354793055665,-1.1262486288508202,-0.21307993434553507,-0.029668848708657984,0.8096807544573439,0.2634882494271513,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,187500
1.1616926677728394,-0.045025842930926534,0.2857977235701662,-0.013395031939773445,-0.9392305573882104,0.10499329499044359,0.22820862791514454,0.4188617769757912,-0.735857230396648,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,176000
-1.5555637821671364,-0.2716033683322112,-0.6629356304230883,0.30573479076829907,0.35759726224151245,-0.7748644035862929,-0.12058923395880698,0.8530036662457336,0.2271566565665666,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,150000
-2.7238131663800838,1.0077226607975989,0.05307185538951664,-0.8096726561962313,1.3283594981860918,0.5981277488273472,-0.0942092370806256,-0.6468883696425474,-0.021263846606706875,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,163000
-0.11016585797867827,1.2464651469846109,-1.0418232573879063,-1.184845241792604,-0.3831997402702177,1.2108471152763995,-0.8611359716434184,0.32096362296995384,-0.04344853547623594,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,182000
1.5778578487459924,-0.26169439833172936,0.016683065203135224,-0.032578408178843915,-0.8489208776446383,-0.04741810766415227,0.16147832745760557,0.38866561000970185,-0.1389846077906409,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,219900
3.8965756106759493,0.005208070492570451,-0.3142508935325437,0.4413718566996977,0.4987895060405301,-0.5980893076049552,0.22120068874441268,-0.3611677206705954,0.4689533037183265,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,420000
-0.4336672886976024,0.6917072419537247,0.7527872879785971,-0.303627727707996,-0.45876551642294583,-0.9706881660924452,-0.09515380705461332,0.8526160481634774,0.4154681505829474,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,260000
-2.8903560730288156,0.3254273161851976,2.1018406627334136,0.9513078977735742,0.9208252130463024,0.03219922430251249,0.508148881862485,0.19530533598601818,-0.0510617682956985,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,100000
3.1518958818659994,0.13195608524722563,0.36855039420674957,-0.2349316848706859,-0.06707065566298843,-0.42589529374335794,-0.38009975254444556,-0.7437013299760183,0.07740453698574831,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,324000
0.45048211805328064,-0.7255030230143381,0.6985346322379472,-0.0428624191513945,-0.5086109396368941,0.2792704733308753,-0.13343834649314873,-0.43295723337033337,-0.24225414699827985,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,205900
2.142103697494769,1.0031126628914018,0.5731793974620955,-0.32207554258567095,-1.2290513758792383,-0.31140244006836765,-0.9617300811816565,0.27993189894706966,-0.6730535691977293,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,150000
1.0088927671806058,-1.3428018809322968,-0.004043574270840317,0.10651886554620482,0.8353314955531542,0.6669920893870523,1.4007869768594363,-0.8053345200950457,0.13907358590284247,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,465000
0.5452589977596296,-1.157207427582513,0.11331456861579309,-0.02598213890815394,-0.3671087672633111,0.14713665559620995,0.1190384310472871,-0.23844566930901598,-1.0376046566638784,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,268500
-1.415398531652595,-0.1484075365953854,0.6420526995202032,0.40431040976363486,-0.09874759570811911,-0.9289357658888678,0.06341590201892296,0.4653859742952309,-0.11633863462738651,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,185000
1.88568529690414,-1.2221265333432456,0.4273288710833199,-0.12724482170701537,1.6257486791131166,0.11692080464256417,-0.32581724135838286,-0.2994238342117214,-0.3511609912807152,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,381500
-0.5467740589218129,1.2456277430697782,-0.13562384422745694,3.8805449692377314,0.5400017489661612,0.25116223056741294,-0.4989952540368114,-1.0223945649356403,0.07521982023874428,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,139000
-0.9779618675974636,0.38689567715579565,0.7605521596374276,-0.25789293023733895,0.45531982098888396,-0.8789195466984165,-0.9505924800833874,-0.41506635505810696,0.06321797512838859,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,135000
1.695677472528552,-0.296987597470476,0.10189887554642425,-0.007648271500291293,-0.7448833164810863,-0.19870721028629715,-0.09740535260102937,0.17301826956156707,-0.5798954683200921,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,215000
3.499130493915137,0.3367611386679879,-1.236840033245893,-0.6795165614755182,2.038356090578265,0.23886121477607106,-0.17188995847551203,-0.06789657019330404,0.028059547157471696,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,345264
-1.4831199892814098,1.3253760371193388,1.5905755013153815,-0.027903885652866348,-0.6425863190673782,-0.47739000170393836,0.06461647139398753,-0.4830607604202412,0.40012587786227033,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,107000
-2.0143528023879194,-0.394307217049868,0.9653041155759219,1.7015727546305415,-0.28815560938264717,1.0166453028774702,0.025870890286955838,0.04244409825581699,0.540883894539929,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,100000
-1.6719509957081296,1.9519841662740802,-0.8066616870207595,-1.529335781422765,0.6571115636048019,2.6723448273678785,0.16789939369646206,0.07615441870611958,-0.14925809674418658,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,78000
0.0661347346204171,-0.9179436605583869,0.091662718648106,-0.6532145020838445,-0.220964330476044,-1.3576697684143357,0.5655704069526792,-0.3009607520176656,-0.5704515958084507,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,245000
-2.3707550907439474,0.6410347791062178,1.6972527366701116,0.12586024054930953,0.7500052578946268,-0.010177928484848718,0.13568177062551337,-0.7363870888025275,-0.12776594551006756,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,167000
0.48808286369778725,-0.44387145289420993,-0.3355742708323553,0.006526039836942395,-0.6132233282011567,0.5334567009860121,0.7043800633835782,-0.16862233568795698,-0.12568753055950987,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,162500
-1.3797558170365705,-0.2899963343605657,-0.1281064972497491,-0.5056074432128207,-0.11649178136619814,-0.6770306189465102,-2.0743515740799718e-05,0.407975203525521,0.5068377303285215,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,137900
-0.8163583490796769,-0.09359260878140452,0.7611978902150823,0.22883988993386004,-0.010932797124410453,0.5770867479247465,-1.492815608888044,-0.3293382668709147,-0.7900458293620081,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,103150
1.3951175663349682,-0.9014225483129562,-0.27203191834912893,-0.8390775508403404,0.9495022448850023,-1.25637828803281,1.1325651389598035,-0.23463256040188882,0.40240345261883703,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,359770
2.259630173916091,-0.4571984932036577,-0.12145337202850003,-0.1426353763480897,-0.5918935858680795,-0.17002751457422413,0.16116027695356222,0.3252496318670112,0.8425173505232962,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,320900
-1.8069450481388094,-0.7377966444135827,-1.3510387314322643,-1.0117245882442554,0.5833963910064087,0.08593274497886395,1.5457999988396238,0.022925887105348274,0.10218115155898012,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,153000
-0.6725143605604051,-0.13625052769022789,0.24805088721489865,-0.7128537272754643,-0.011250048349214318,-0.9918667083892733,-0.4355448946243344,-0.4321741934016071,0.07759536187095288,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,132000
2.788127572814257,-0.26392052321311404,-0.05680718224876923,-0.11632066920260345,0.95698295537122,-0.3260401112054713,-0.8058210804813348,-0.12993571029445197,-0.5739292551203535,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,248495
-0.10854648324368048,-1.6668237153400207,0.2738641763723932,0.21601961936891662,-0.029613051629578807,0.591347943105744,0.8965855935686963,-0.5819944327061897,-0.16054368393676913,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,380000
0.9168496197984801,-0.8861162675002109,-0.03958470357877451,-0.49604951635238725,-0.15221315608792166,0.41323681183894384,0.3270609527453065,-0.3542605770808678,-0.15292047121793423,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,269000
4.422183445588119,-0.34298443206706325,0.061082302483833964,-0.3310395587856625,0.5163633868693684,-0.5714676369137771,0.6790259306098946,-0.6092827322761704,0.1597126688172356,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,415000
-0.9751328702184172,-1.4593765048184941,0.12314935807394707,0.07888894308983346,2.2267976799338722,-0.5762703445880523,0.44525307410770043,0.3091075417628247,0.37287218567182706,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,440000
-3.6191678659782363,1.4638395208248656,-1.4498295232417093,-0.9889621066867013,1.4363944910379078,1.2301533345457119,0.1427285046549637,-0.05516610264405833,0.12065190011263588,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,20000
0.7468711646773672,-1.1436521220828424,0.43837418949210283,0.6976715824138616,-0.9369827698163297,1.8902679993432123,-0.19141933575353898,0.09060906440631095,0.12292758263935806,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,166000
-1.6567275969536293,-0.37111691797027835,1.8696494829167072,0.6059297557200393,1.7439992394116273,-0.5271557750712814,0.07979378497081818,-0.35694564389194555,-0.9264856841578483,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,655000
2.458465996791876,0.9409187578511178,0.28348302713375434,-0.5212030129669685,-1.0885843462001101,-0.09834829537383226,-0.13460653247128587,0.5615495633322246,-0.35991110661506154,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,255000
-1.2664321324151224,-1.4076743808659624,0.4412851588230534,0.608850820216053,-0.4645013546982775,0.6512891608040038,-0.0936153833067273,-0.4214818609330749,0.19218704873021142,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,179000
-0.5314931028560494,0.08398804386735582,0.6419356198050736,0.1431616970909068,-0.1428451019304873,-1.1268168906867564,-0.04550209752681805,-0.2373764341029946,0.47265062312241674,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,217021
-1.7301551391920678,-1.5710828995519581,0.6012064451151045,0.779958211619584,-0.5494626729413432,0.8320518010415292,0.23727599737427857,0.1396353862332141,0.38266483200003437,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,139000
3.135224911517729,0.15269143601676485,-0.8037758786471936,-1.0473400937876487,2.028634493390422,0.41624767370638555,-0.5661151323461765,0.11833525080769039,0.8343544545226388,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,317105
-1.2789917318137491,-0.3194225454863449,0.39491618809650775,0.3153125245460099,-0.43022059561763903,-1.049918044279752,0.08125337110842085,0.3855361490957401,0.2725319800567319,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,115800
0.5968542097792802,0.11005205094546278,0.5609805751535061,-0.07533138966504135,-1.083653835963505,0.1177927804077363,-0.9157203571369736,0.27153567127404127,0.07554549036161252,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,175000
2.020161036537974,-0.2591101416851771,0.2651537092969613,0.04157280345237727,-0.08363151510613451,-0.026024302866056774,0.08873772818893674,0.46897847969679907,0.14501503787165382,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,375000
0.27803065136281335,-0.5452544703455869,0.4181419245585533,0.5397980291573619,-0.5036563863409501,0.610012460442149,1.1278373189831223,0.3944497284697744,0.11384840227177484,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,230000
-2.08871992777934,1.5672718858261852,1.1416517631050742,-0.22684952352615034,0.08124289968291239,0.02125308700797051,0.018578320492231286,-0.019069193144389818,-0.07358233724445311,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,72000
-1.8475308772625956,3.4288224821300015,-4.660142473824195,5.14109915644154,1.0741010514989426,-1.078730553153873,-0.42275540696586805,-0.8944648149197006,-0.3573662466837228,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,145000
-0.6060286132461283,0.03224908877126901,0.46232142973747653,0.6244802529380357,0.004358701208145864,-0.9766000281327901,0.862023310900279,0.40812368446460523,0.32250005207160437,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,235000
-1.3779538294412654,-1.3153459585563594,0.5910825027297815,0.6471914517833317,-0.5820281893606524,0.6834739726446873,-0.022895502784512474,-0.4384969762381793,0.056867799347415884,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,112000
-0.20600832764575408,-0.29039374456231837,-0.10937530295992506,-0.11409962287170632,-0.31093321593801526,0.5281815536072441,-0.8581192324348407,-0.41186938160912034,-0.22412756190667082,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,149000
0.19628657178489867,0.07880831043045014,0.8453313838870149,0.5281818776544436,0.6861824727757707,0.6835144328538979,-0.5306565850281603,-0.07123233125246924,0.15706058545666943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,189900
3.3194028366117165,1.0362058338959115,-0.575416179610143,-0.7750894559827776,-1.0328648640920448,-0.37041262206252823,-0.4920697426187342,-0.07571554380416277,0.23976343725186208,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,380000
2.036979227807493,0.11266463315073821,0.23591612226542907,-0.2876253735864447,-0.992458267490895,-0.12256628999408012,0.07585240064486853,-0.27210407163653144,-0.1712826767507012,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,260000
-1.262757983446391,-0.2754274437900834,0.3122380284186083,0.15761267376712215,-0.641930840925016,-1.1315543887157997,-0.07681462662242744,0.09347733438955827,-0.03139102839222698,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,176000
-0.5466438792864693,-0.04369987469215599,1.1714155561764195,1.4536454489213666,-0.9855896803279954,0.4108304860030996,0.13570201441116608,0.24932912060845452,0.2022182111195415,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,150000
1.7719062560997096,-0.14729606551039057,0.5047305936667439,0.6251569993015568,2.183138962396303,-1.6682080068112268,0.09273579489839101,-0.5828202252997865,-0.42757969720535544,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,571000
3.20070012301057,0.13510713639900998,-0.03501188978140979,-0.04580666210437467,0.27326213501358254,-0.4686799716340862,-0.5577487054011612,-0.6536808691599345,-0.02409429205645921,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,388000
0.8106814062071603,-1.0182501821323227,-0.22489480314112045,0.4521185926963056,-0.46072118746843044,0.08164187635833685,0.4181422357042862,-0.06999414941126769,-0.1644173357486626,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,234000
-0.4876851244457627,0.23607697478165218,0.6688192585701117,0.14513743113402194,-0.14118622925215643,-1.1912754233641336,-0.20753062074224732,-0.49236006436253055,0.05758627235177255,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,154900
-2.1094416633898776,2.6506907525865113,-3.944445630519729,4.984883880007084,1.3187773697962082,-1.0101913670920084,-0.3035993855660404,-0.2395515479518968,-0.16706401481878522,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,224400
-1.102986526093837,0.038394830163929174,-0.5480780448128816,0.5607331926266893,-0.14014139284600963,-0.9237367689220816,0.6146354461137324,0.49253239887726113,-0.19518699026461234,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,138000
0.859062152871478,2.433317791754391,3.6682849584357924,0.44307892097932655,1.3186975542626103,1.4639876285578257,0.359168615589796,-1.176972743980885,-0.1826911378039223,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,399000
3.521419690304087,-0.17753630050856695,-0.028932338465872905,-0.6837908244804364,0.6898885200796663,-0.22819320532520684,-0.4104119637128859,-0.4138109929268712,1.051916390813411,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,496000
1.2575714657163193,0.14248006481114717,-0.29230731444364927,-0.6182000664231869,-0.5655641872887638,0.23472260285711044,-0.6151936717010313,0.08652774396609761,0.00957496238302483,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,205000
0.5945798270872176,-1.0170346793247838,-0.19240787076586707,0.5732436654090173,-0.11801543003745561,0.2475473720319032,0.5041861374667453,0.2846748321143383,-0.19354277309533208,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,302000
-0.5278949821084281,0.54567994579059,2.0211566459405725,0.348094370357895,0.9161722106735878,1.276380066806532,-0.0820424167758112,0.24323053082060586,-0.4910433914065078,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,225000
-2.315372773908868,-0.43347233166058635,1.5389040225676092,0.5380333728505634,1.7350182754292782,-0.13852928403150883,0.005976124621051749,0.3538358715671355,0.5145304532817762,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,137000
