PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,heating___electric,heating___hot air,heating___hot water/steam,fuel___electric,fuel___gas,fuel___oil,sewer___none,sewer___public/commercial,sewer___septic,waterfront___No,waterfront___Yes,newConstruction___No,newConstruction___Yes,centralAir___No,centralAir___Yes
-0.016036857776793523,-0.9108295341370221,-0.3549917493513572,-0.6604496064800608,0.26533745847883483,-1.1569135965791957,0.5849353076818009,0.053061369201516044,-0.2943606136759357,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-2.5943977680299755,-0.7419414747452311,0.6508868518093729,1.27191577531881,0.2969959628663761,-0.24196319834925104,1.9200082745314628,-0.683959709875155,0.11162832389196906,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
-2.478215186086105,2.5879660905248074,1.9467923230248412,-0.300563777125508,-0.27316481346705157,0.6653137171974691,0.925329211325023,0.015741631234508564,0.31273880445070085,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.726739150540956,0.31516906667467626,1.4756248069960758,0.8336128619041634,0.8448811198913638,-0.6254746827392598,-0.3112987003888739,0.8143029903303415,0.11865832788453565,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.7726426194259025,-0.7054241022652451,0.23794182345919865,-0.02554079169217295,-0.3167496848454284,-0.8763556545244859,1.4305700004327466,0.7586677295979691,0.019185356492420987,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.45337415276126314,-0.0910971829301943,-1.8845077661466754,-1.5370977164456738,0.6015087239670674,-0.3885722265547972,0.6403129684368842,0.03433020308646216,-0.08136056770443312,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
-1.3837136971568975,-0.1860053601416865,-0.1542874341505214,-0.007476124558951575,-0.2531471720117691,-0.842463981557913,0.019473144655522603,0.40621224413550394,0.3464121840034171,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.20987565819418,-1.3801192721630755,0.5057792066824941,0.45998410022811437,-0.655687038373187,0.5604056150772417,-0.23166284527405648,-0.7165453052273701,-0.0936324450817879,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.3079564517365545,-0.2783222892221548,0.020242459329172048,-0.20714222289165787,0.4438373017219068,-1.6032652487437045,0.4411968812049094,-0.9222226062130846,0.08013729101488767,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2.898243635970023,-0.08714239113456161,-0.2293136309020646,-0.08156736288113607,-0.6794388605020516,-0.3205583462208348,0.5915127678888092,-0.22651945431411016,0.15975205836968,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.20097577307523734,-0.26637782736887666,-0.5368633084585183,-0.9809781566665263,-0.0016969379520005348,-0.7638112200277337,0.9471620521573322,-0.1000798701573205,-0.008051430869387753,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2.632901248221941,0.5185455935390366,0.35792368554445353,-0.4658335479305568,-1.1262486288508218,-0.21307993434553607,-0.029668848708658265,0.809680754457344,0.2634882494271494,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.1616926677728392,-0.045025842930928074,0.28579772357016275,-0.013395031939773717,-0.939230557388211,0.10499329499044206,0.22820862791514543,0.4188617769757905,-0.7358572303966493,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.5555637821671358,-0.2716033683322068,-0.6629356304230885,0.30573479076829957,0.35759726224151395,-0.7748644035862933,-0.1205892339588108,0.8530036662457339,0.2271566565665663,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-2.7238131663800833,1.0077226607975962,0.053071855389526565,-0.8096726561962313,1.3283594981860924,0.5981277488273506,-0.09420923708062677,-0.6468883696425461,-0.0212638466067058,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.11016585797867785,1.246465146984613,-1.0418232573878998,-1.1848452417926032,-0.38319974027021775,1.2108471152764029,-0.8611359716434169,0.32096362296995173,-0.043448535476236214,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1.5778578487459922,-0.2616943983317291,0.016683065203131106,-0.032578408178843714,-0.8489208776446384,-0.047418107664154045,0.16147832745760654,0.3886656100097014,-0.13898460779064187,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3.896575610675948,0.005208070492574076,-0.3142508935325414,0.4413718566996986,0.4987895060405321,-0.5980893076049557,0.22120068874441245,-0.3611677206705953,0.46895330371832666,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.4336672886976023,0.6917072419537214,0.7527872879785995,-0.3036277277079966,-0.4587655164229474,-0.9706881660924458,-0.09515380705461694,0.852616048163478,0.41546815058294606,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
-2.8903560730288156,0.3254273161851879,2.1018406627334176,0.9513078977735715,0.9208252130462978,0.03219922430251275,0.5081488818624814,0.19530533598602104,-0.05106176829569915,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3.151895881865998,0.13195608524722374,0.36855039420675034,-0.23493168487068516,-0.06707065566298956,-0.42589529374335755,-0.3800997525444441,-0.7437013299760202,0.0774045369857486,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.4504821180532805,-0.725503023014342,0.6985346322379408,-0.042862419151394306,-0.5086109396368966,0.2792704733308746,-0.133438346493146,-0.43295723337033454,-0.2422541469982794,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2.1421036974947687,1.0031126628913978,0.5731793974620973,-0.32207554258567095,-1.2290513758792425,-0.3114024400683663,-0.9617300811816561,0.27993189894706605,-0.6730535691977308,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0088927671806054,-1.342801880932296,-0.004043574270845754,0.1065188655462051,0.8353314955531581,0.6669920893870497,1.4007869768594385,-0.8053345200950422,0.13907358590284352,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.5452589977596296,-1.1572074275825142,0.11331456861578437,-0.02598213890815305,-0.3671087672633115,0.14713665559620842,0.11903843104728919,-0.2384456693090175,-1.0376046566638786,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-1.4153985316525948,-0.14840753659538766,0.6420526995202016,0.4043104097636343,-0.09874759570812028,-0.9289357658888688,0.06341590201892014,0.4653859742952313,-0.11633863462738714,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.8856852969041393,-1.2221265333432485,0.4273288710833176,-0.12724482170701334,1.625748679113114,0.11692080464256578,-0.32581724135838463,-0.29942383421172286,-0.3511609912807147,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.5467740589218132,1.245627743069784,-0.13562384422744644,3.8805449692377274,0.5400017489661593,0.2511622305674146,-0.49899525403680905,-1.0223945649356427,0.07521982023874563,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.9779618675974634,0.3868956771557911,0.7605521596374307,-0.25789293023733867,0.4553198209888806,-0.8789195466984141,-0.9505924800833895,-0.415066355058109,0.06321797512838932,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.6956774725285517,-0.2969875974704764,0.10189887554641996,-0.0076482715002908494,-0.7448833164810871,-0.1987072102862983,-0.09740535260102848,0.1730182695615654,-0.579895468320093,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3.499130493915136,0.3367611386679935,-1.2368400332458833,-0.679516561475516,2.0383560905782683,0.2388612147760742,-0.17188995847551553,-0.06789657019330438,0.028059547157471682,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
-1.4831199892814095,1.3253760371193304,1.5905755013153866,-0.027903885652868856,-0.6425863190673808,-0.4773900017039382,0.06461647139398773,-0.4830607604202397,0.40012587786227044,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
-2.014352802387919,-0.394307217049871,0.9653041155759188,1.7015727546305393,-0.2881556093826517,1.0166453028774696,0.025870890286958333,0.04244409825581763,0.5408838945399296,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.6719509957081289,1.9519841662740807,-0.8066616870207451,-1.5293357814227655,0.6571115636048036,2.672344827367883,0.16789939369646348,0.0761544187061216,-0.14925809674418677,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.06613473462041713,-0.9179436605583877,0.09166271864809904,-0.6532145020838432,-0.2209643304760409,-1.3576697684143386,0.5655704069526782,-0.300960752017665,-0.5704515958084507,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-2.3707550907439474,0.6410347791062084,1.697252736670117,0.12586024054930772,0.7500052578946236,-0.010177928484847354,0.13568177062551268,-0.736387088802526,-0.12776594551006695,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.48808286369778714,-0.44387145289420804,-0.33557427083235986,0.006526039836942205,-0.6132233282011542,0.53345670098601,0.7043800633835812,-0.1686223356879558,-0.12568753055950985,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
-1.3797558170365702,-0.2899963343605652,-0.1281064972497514,-0.5056074432128203,-0.11649178136619717,-0.6770306189465108,-2.0743515742757848e-05,0.40797520352552197,0.5068377303285216,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.8163583490796766,-0.09359260878140986,0.7611978902150811,0.22883988993386042,-0.010932797124417602,0.5770867479247498,-1.4928156088880427,-0.3293382668709197,-0.7900458293620074,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.3951175663349678,-0.9014225483129542,-0.27203191834913143,-0.8390775508403389,0.9495022448850083,-1.2563782880328127,1.1325651389598006,-0.23463256040188527,0.40240345261883725,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2.2596301739160904,-0.4571984932036561,-0.12145337202850423,-0.14263537634808912,-0.5918935858680792,-0.17002751457422588,0.16116027695356303,0.3252496318670118,0.842517350523296,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-1.8069450481388085,-0.7377966444135767,-1.351038731432267,-1.0117245882442543,0.5833963910064175,0.08593274497886118,1.545799998839623,0.02292588710535305,0.10218115155898053,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.6725143605604049,-0.13625052769023008,0.2480508872148971,-0.7128537272754634,-0.0112500483492146,-0.9918667083892726,-0.4355448946243352,-0.4321741934016081,0.07759536187095362,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2.7881275728142567,-0.26392052321311416,-0.05680718224876775,-0.11632066920260165,0.9569829553712177,-0.326040111205469,-0.8058210804813366,-0.1299357102944552,-0.5739292551203536,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.10854648324368056,-1.666823715340022,0.27386417637238264,0.2160196193689169,-0.02961305162957771,0.5913479431057411,0.8965855935686996,-0.5819944327061881,-0.16054368393676816,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.91684961979848,-0.8861162675002113,-0.03958470357878048,-0.49604951635238625,-0.1522131560879209,0.41323681183894273,0.3270609527453089,-0.35426057708086756,-0.15292047121793378,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
4.422183445588118,-0.3429844320670627,0.061082302483833936,-0.3310395587856614,0.5163633868693716,-0.5714676369137787,0.6790259306098946,-0.6092827322761694,0.15971266881723536,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.9751328702184172,-1.4593765048184937,0.12314935807394513,0.07888894308983492,2.226797679933873,-0.5762703445880523,0.44525307410769493,0.3091075417628271,0.37287218567182756,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
-3.6191678659782345,1.4638395208248702,-1.4498295232416958,-0.988962106686701,1.436394491037912,1.2301533345457158,0.14272850465496206,-0.05516610264405598,0.12065190011263663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.7468711646773672,-1.1436521220828444,0.43837418949209317,0.6976715824138612,-0.9369827698163344,1.8902679993432117,-0.1914193357535333,0.09060906440630956,0.12292758263935842,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-1.6567275969536295,-0.37111691797028784,1.8696494829167094,0.6059297557200386,1.7439992394116228,-0.5271557750712802,0.07979378497081373,-0.3569456438919451,-0.9264856841578483,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2.4584659967918756,0.9409187578511157,0.2834830271337566,-0.5212030129669687,-1.0885843462001115,-0.09834829537383245,-0.13460653247128576,0.5615495633322237,-0.35991110661506337,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.266432132415122,-1.4076743808659644,0.44128515882304303,0.608850820216053,-0.46450135469828013,0.6512891608040026,-0.0936153833067234,-0.42148186093307544,0.1921870487302128,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.5314931028560493,0.0839880438673535,0.6419356198050733,0.1431616970909063,-0.14284510193048786,-1.126816890686757,-0.045502097526819205,-0.23737643410299408,0.47265062312241707,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.7301551391920673,-1.5710828995519601,0.6012064451150929,0.7799582116195835,-0.5494626729413461,0.832051801041527,0.2372759973742816,0.13963538623321484,0.38266483200003515,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3.135224911517728,0.1526914360167677,-0.8037758786471851,-1.047340093787646,2.028634493390423,0.4162476737063894,-0.5661151323461799,0.11833525080769,0.8343544545226391,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.278991731813749,-0.31942254548634574,0.3949161880965041,0.31531252454600944,-0.43022059561763937,-1.0499180442797542,0.08125337110841904,0.38553614909574074,0.27253198005673157,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.5968542097792803,0.11005205094545947,0.5609805751535031,-0.07533138966504135,-1.0836538359635097,0.11779278040773718,-0.9157203571369722,0.2715356712740383,0.07554549036161215,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2.0201610365379734,-0.2591101416851779,0.2651537092969595,0.04157280345237756,-0.08363151510613567,-0.026024302866057555,0.08873772818893588,0.46897847969679907,0.14501503787165296,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.2780306513628132,-0.5452544703455877,0.41814192455854876,0.5397980291573605,-0.5036563863409496,0.6100124604421459,1.127837318983124,0.3944497284697774,0.1138484022717741,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-2.08871992777934,1.5672718858261783,1.1416517631050833,-0.22684952352615242,0.08124289968291015,0.021253087007972165,0.018578320492229714,-0.019069193144388364,-0.07358233724445365,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.847530877262595,3.4288224821300335,-4.660142473824168,5.141099156441537,1.0741010514989555,-1.0787305531538702,-0.42275540696586855,-0.8944648149197036,-0.35736624668372163,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.6060286132461282,0.032249088771268815,0.46232142973747675,0.6244802529380344,0.0043587012081477425,-0.9766000281327926,0.8620233109002762,0.4081236844646083,0.3225000520716036,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.377953829441265,-1.3153459585563623,0.5910825027297711,0.6471914517833313,-0.5820281893606554,0.6834739726446859,-0.022895502784508494,-0.4384969762381795,0.056867799347417196,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.20600832764575389,-0.290393744562319,-0.10937530295992791,-0.11409962287170561,-0.31093321593801787,0.5281815536072456,-0.858119232434838,-0.41186938160912345,-0.22412756190666994,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.19628657178489842,0.07880831043044599,0.8453313838870176,0.528181877654443,0.6861824727757658,0.6835144328539,-0.5306565850281605,-0.07123233125247022,0.15706058545666976,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3.3194028366117156,1.0362058338959137,-0.5754161796101395,-0.7750894559827769,-1.032864864092044,-0.3704126220625278,-0.4920697426187325,-0.07571554380416463,0.23976343725186133,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
2.0369792278074925,0.1126646331507369,0.23591612226542644,-0.2876253735864447,-0.9924582674908954,-0.12256628999408126,0.07585240064487095,-0.2721040716365323,-0.1712826767507017,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.2627579834463905,-0.27542744379008427,0.31223802841860404,0.157612673767122,-0.641930840925016,-1.1315543887158013,-0.07681462662242838,0.09347733438955794,-0.03139102839222698,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.5466438792864692,-0.04369987469215975,1.1714155561764161,1.4536454489213646,-0.9855896803279998,0.41083048600309807,0.1357020144111681,0.24932912060845483,0.20221821111954105,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
1.7719062560997088,-0.14729606551039134,0.5047305936667498,0.6251569993015574,2.183138962396304,-1.668208006811226,0.09273579489838538,-0.5828202252997865,-0.4275796972053552,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3.2007001230105687,0.13510713639901037,-0.03501188978140785,-0.04580666210437355,0.2732621350135818,-0.468679971634085,-0.5577487054011605,-0.6536808691599371,-0.024094292056458737,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.8106814062071603,-1.0182501821323204,-0.22489480314112792,0.45211859269630583,-0.46072118746842927,0.08164187635833442,0.41814223570428843,-0.06999414941126764,-0.16441733574866252,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.48768512444576256,0.23607697478164935,0.668819258570112,0.14513743113402153,-0.14118622925215715,-1.1912754233641338,-0.20753062074224812,-0.4923600643625311,0.05758627235177294,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-2.109441663389877,2.65069075258654,-3.9444456305197066,4.984883880007081,1.3187773697962188,-1.0101913670920066,-0.3035993855660429,-0.23955154795189873,-0.16706401481878455,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.1029865260938367,0.03839483016393358,-0.5480780448128817,0.5607331926266889,-0.14014139284600574,-0.9237367689220836,0.6146354461137301,0.4925323988772627,-0.19518699026461309,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.8590621528714771,2.4333177917543716,3.66828495843581,0.4430789209793218,1.3186975542626012,1.4639876285578295,0.35916861558979557,-1.1769727439808824,-0.1826911378039227,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3.521419690304086,-0.17753630050856675,-0.028932338465871385,-0.6837908244804346,0.6898885200796656,-0.2281932053252055,-0.4104119637128859,-0.41381099292687185,1.0519163908134117,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.2575714657163193,0.14248006481114758,-0.29230731444365005,-0.6182000664231861,-0.5655641872887649,0.2347226028571114,-0.6151936717010299,0.08652774396609543,0.009574962383024632,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.5945798270872175,-1.0170346793247815,-0.1924078707658734,0.5732436654090174,-0.11801543003745485,0.247547372031901,0.5041861374667461,0.2846748321143389,-0.19354277309533235,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.5278949821084283,0.5456799457905788,2.021156645940578,0.34809437035789315,0.9161722106735805,1.2763800668065344,-0.0820424167758128,0.24323053082060642,-0.4910433914065087,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-2.3153727739088676,-0.4334723316605934,1.5389040225676118,0.5380333728505626,1.7350182754292736,-0.1385292840315075,0.005976124621046698,0.3538358715671376,0.5145304532817765,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.636781992182846,0.13809086792375944,0.4176562057771458,-0.03447166345471106,-0.9084613411423789,0.12552900650048185,0.4611081015901674,0.2894559886855153,0.07495397836508881,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2.011635982157267,1.0655802486702215,-1.5887391719095039,1.1195380798461319,-0.07757522567736508,-0.16379810033493525,-0.2170668628362732,-0.05869319479990578,-0.6537329647980928,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
